seed,goal_converged,agent_types,prior,use_ep,avg_nrg_over_time,ending_energy,num_iters
78,1,"['A', 'A', 'B']","[array([0.21762006, 0.78237994]), array([0.21741474, 0.78258526]), array([0.47704861, 0.52295139])]",False,"[[0.6600898926771563, 0, 0], [0.6613917986824126, 1, 0], [0.6515911198525719, 2, 0], [0.642804302641611, 0, 1], [0.6458943599590282, 1, 1], [0.632725550014114, 2, 1], [0.6237035498146588, 0, 2], [0.6271160237230607, 1, 2], [0.6128351758329714, 2, 2], [0.6004665121968882, 0, 3], [0.6045969124564162, 1, 3], [0.5867581151868478, 2, 3], [0.5721641101848363, 0, 4], [0.5860053397458346, 1, 4], [0.5584253708612038, 2, 4], [0.5469910433738526, 0, 5], [0.5637194796486579, 1, 5], [0.5332948647195399, 2, 5], [0.5203768042920687, 0, 6], [0.539093260130257, 1, 6], [0.5078203420603201, 2, 6], [0.49216704442749254, 0, 7], [0.5111426539259534, 1, 7], [0.4804533823835526, 2, 7], [0.47760355752458644, 0, 8], [0.4814301133146288, 1, 8], [0.4539967654322475, 2, 8], [0.4632941722333257, 0, 9], [0.4660505165339088, 1, 9], [0.43798772908881783, 2, 9], [0.44619064458034163, 0, 10], [0.44865150443624047, 1, 10], [0.42096893369989263, 2, 10], [0.429109250941908, 0, 11], [0.4321364401880072, 1, 11], [0.40249559922205824, 2, 11], [0.41071739458931267, 0, 12], [0.4134927226793404, 1, 12], [0.38455809177422273, 2, 12], [0.3921232857107078, 0, 13], [0.39426223709168706, 1, 13], [0.37868853412546155, 2, 13], [0.387779244679242, 0, 14], [0.3897864376927227, 1, 14], [0.3805015701172445, 2, 14], [0.3867684986887445, 0, 15], [0.3884873914099304, 1, 15], [0.3777832224275759, 2, 15], [0.3850813263959651, 0, 16], [0.3866498784059717, 1, 16], [0.37638971896560913, 2, 16]]","[0.3850813263959651, 0.3866498784059717, 0.37638971896560913]",16
79,1,"['A', 'A', 'B']","[array([0.20610296, 0.79389704]), array([0.20919077, 0.79080923]), array([0.48219261, 0.51780739])]",True,"[[0.6864318451563297, 0, 0], [0.6858614786263287, 1, 0], [0.6827800056398127, 2, 0], [0.6783727178602064, 0, 1], [0.6759839157045942, 1, 1], [0.6691637152856339, 2, 1], [0.6638308249778494, 0, 2], [0.6609992650103308, 1, 2], [0.6523057043441243, 2, 2], [0.642635009296801, 0, 3], [0.6390916130847875, 1, 3], [0.6301984940239873, 2, 3], [0.6143469313035459, 0, 4], [0.6139607326848241, 1, 4], [0.6020466305467927, 2, 4], [0.5881808305920191, 0, 5], [0.5803729021314677, 1, 5], [0.5660822255605715, 2, 5], [0.5607038025575908, 0, 6], [0.5498157124893379, 1, 6], [0.5346582653568044, 2, 6], [0.5310340252337691, 0, 7], [0.5206107116198312, 1, 7], [0.5057231733213469, 2, 7], [0.4999822547954593, 0, 8], [0.48612944939558156, 1, 8], [0.4762586700636344, 2, 8], [0.4652312039865534, 0, 9], [0.45075844079419786, 1, 9], [0.4458725415133591, 2, 9], [0.43180532123898935, 0, 10], [0.4152773682063954, 1, 10], [0.4274360247493766, 2, 10], [0.41835583602585574, 0, 11], [0.3967100759354978, 1, 11], [0.43405822440961855, 2, 11], [0.40316075546624214, 0, 12], [0.37924388835030864, 1, 12], [0.4254704780832868, 2, 12], [0.3876981160309756, 0, 13], [0.3731441166831369, 1, 13], [0.4121271948139085, 2, 13], [0.3815276363615401, 0, 14], [0.3672979981730815, 1, 14], [0.39982391422360786, 2, 14], [0.37618110974839364, 0, 15], [0.36702223479413754, 1, 15], [0.3934660638845486, 2, 15], [0.3729079110846221, 0, 16], [0.3643349942765321, 1, 16], [0.39166710007313565, 2, 16]]","[0.3729079110846221, 0.3643349942765321, 0.39166710007313565]",16
79,1,"['A', 'A', 'B']","[array([0.21500578, 0.78499422]), array([0.21847827, 0.78152173]), array([0.48219261, 0.51780739])]",False,"[[0.6899470972972442, 0, 0], [0.6893071726209331, 1, 0], [0.6827800056398127, 2, 0], [0.684502594118392, 0, 1], [0.6817582944959465, 1, 1], [0.6691637152856339, 2, 1], [0.6725969445245313, 0, 2], [0.6690506477561196, 1, 2], [0.6523057043441243, 2, 2], [0.6565972367868359, 0, 3], [0.6519920076596474, 1, 3], [0.6301984940239873, 2, 3], [0.6328212330516043, 0, 4], [0.6303724492816529, 1, 4], [0.6020466305467927, 2, 4], [0.6102277593606433, 0, 5], [0.6001627255138209, 1, 5], [0.5660822255605715, 2, 5], [0.5856211736853848, 0, 6], [0.571638467793867, 1, 6], [0.5346582653568044, 2, 6], [0.5579849950516633, 0, 7], [0.5434594444804033, 1, 7], [0.5057231733213469, 2, 7], [0.5280860958306711, 0, 8], [0.5095161688144662, 1, 8], [0.4762586700636344, 2, 8], [0.49343409321468434, 0, 9], [0.47285238442630245, 1, 9], [0.4458725415133591, 2, 9], [0.4578550974883162, 0, 10], [0.43372348610739486, 1, 10], [0.4274360247493766, 2, 10], [0.4305731854300322, 0, 11], [0.40086464305393393, 1, 11], [0.43405822440961855, 2, 11], [0.41427456025778364, 0, 12], [0.3826405627534704, 1, 12], [0.4254704780832868, 2, 12], [0.39867609850075125, 0, 13], [0.3761911433728165, 1, 13], [0.4121271948139085, 2, 13], [0.39218617971047093, 0, 14], [0.37743631524669535, 1, 14], [0.39982391422360786, 2, 14], [0.3863849446012194, 0, 15], [0.37641251305856605, 1, 15], [0.3934660638845486, 2, 15], [0.38435095144378617, 0, 16], [0.3747764350920475, 1, 16], [0.39166710007313565, 2, 16]]","[0.38435095144378617, 0.3747764350920475, 0.39166710007313565]",16
80,0,"['A', 'A', 'B']","[array([0.79962192, 0.20037808]), array([0.78373366, 0.21626634]), array([0.51802586, 0.48197414])]",True,"[[0.690848920627027, 0, 0], [0.6867678484007093, 1, 0], [0.6872952009261778, 2, 0], [0.6876395069772675, 0, 1], [0.6815780093965245, 1, 1], [0.6866331197653514, 2, 1], [0.6927023399578056, 0, 2], [0.6878993346918707, 1, 2], [0.6810802366699775, 2, 2], [0.6867349761634611, 0, 3], [0.674573528612611, 1, 3], [0.6886802667030357, 2, 3], [0.6594764046941004, 0, 4], [0.6516793220013083, 1, 4], [0.6626255012572951, 2, 4], [0.6273385006765905, 0, 5], [0.6163720741464503, 1, 5], [0.6348376022325998, 2, 5], [0.5889374323346099, 0, 6], [0.5756179472102726, 1, 6], [0.6103872536438154, 2, 6], [0.554595652284581, 0, 7], [0.5352075401061194, 1, 7], [0.5869145795869074, 2, 7], [0.5214778070921186, 0, 8], [0.517948997091635, 1, 8], [0.5559856488970105, 2, 8], [0.5059514003341206, 0, 9], [0.5138688590535732, 1, 9], [0.5347963718609864, 2, 9], [0.4920437662110038, 0, 10], [0.5029078662621093, 1, 10], [0.5289910353445378, 2, 10], [0.4834564133629128, 0, 11], [0.49740838371235097, 1, 11], [0.5246431905971144, 2, 11], [0.4759307139571392, 0, 12], [0.4926647136099952, 1, 12], [0.5200556837895371, 2, 12], [0.46741773717551466, 0, 13], [0.4873857665435071, 1, 13], [0.5138731833686084, 2, 13], [0.45405627781378566, 0, 14], [0.4775486081731625, 1, 14], [0.5067946790096475, 2, 14], [0.44118405568707514, 0, 15], [0.4680360995466046, 1, 15], [0.4981337228241161, 2, 15], [0.426727159909366, 0, 16], [0.45684921234832016, 1, 16], [0.4869531338820074, 2, 16], [0.41180461091336784, 0, 17], [0.4448822368120255, 1, 17], [0.4733672062252652, 2, 17], [0.3899348566240702, 0, 18], [0.4251466551973767, 1, 18], [0.4596405304598768, 2, 18], [0.3731550305169255, 0, 19], [0.4089427746294725, 1, 19], [0.44978663241046113, 2, 19], [0.371248729219739, 0, 20], [0.407283050216028, 1, 20], [0.4447461309474618, 2, 20], [0.36342647547874296, 0, 21], [0.39298220246662247, 1, 21], [0.4230383819064882, 2, 21], [0.35100526721994196, 0, 22], [0.3755326526283047, 1, 22], [0.4125017409791872, 2, 22], [0.3538610223666949, 0, 23], [0.37289492830865195, 1, 23], [0.406214023490951, 2, 23], [0.3544157929037336, 0, 24], [0.3718138144431689, 1, 24], [0.4046767723753979, 2, 24], [0.3534240599708908, 0, 25], [0.3707068345350622, 1, 25], [0.4031186683480166, 2, 25]]","[0.3534240599708908, 0.3707068345350622, 0.4031186683480166]",25
80,0,"['A', 'A', 'B']","[array([0.79374152, 0.20625848]), array([0.78593995, 0.21406005]), array([0.51021371, 0.48978629])]",False,"[[0.6926870289928756, 0, 0], [0.6892832921125623, 1, 0], [0.6872952009261778, 2, 0], [0.6858160260427455, 0, 1], [0.6778519034656458, 1, 1], [0.6857240870742862, 2, 1], [0.6600877009559837, 0, 2], [0.6529828420809984, 1, 2], [0.6636358568351384, 2, 2], [0.6328987024101332, 0, 3], [0.6220416315521307, 1, 3], [0.6389509627215643, 2, 3], [0.5986115863084452, 0, 4], [0.5849861240064501, 1, 4], [0.6079896052513454, 2, 4], [0.5615998732392152, 0, 5], [0.5456291591738041, 1, 5], [0.5915069502099229, 2, 5], [0.5334226489356603, 0, 6], [0.5174351688900726, 1, 6], [0.5699945389923309, 2, 6], [0.5088791784283432, 0, 7], [0.523941102491698, 1, 7], [0.5344745122335192, 2, 7], [0.49925039581913017, 0, 8], [0.51904610213674, 1, 8], [0.5264311716436691, 2, 8], [0.49285469598567694, 0, 9], [0.5170166734712504, 1, 9], [0.5214870852833654, 2, 9], [0.4853221288594245, 0, 10], [0.5133778581057168, 1, 10], [0.5167054396636604, 2, 10], [0.47729852205225565, 0, 11], [0.5080351738393641, 1, 11], [0.5117537309045587, 2, 11], [0.4679441717087785, 0, 12], [0.5003697123496061, 1, 12], [0.505198111951129, 2, 12], [0.4558045865282245, 0, 13], [0.49810398492476204, 1, 13], [0.4921582442890862, 2, 13], [0.44086470845765835, 0, 14], [0.4880480860523407, 1, 14], [0.48088715182886804, 2, 14], [0.42707577887775, 0, 15], [0.4761114894316827, 1, 15], [0.46999291389333714, 2, 15], [0.41199922813629725, 0, 16], [0.464169104326499, 1, 16], [0.4561443474365619, 2, 16], [0.3958089869633356, 0, 17], [0.4454740006328067, 1, 17], [0.4422076671181606, 2, 17], [0.3802663083643617, 0, 18], [0.4294152362035056, 1, 18], [0.4258133461363196, 2, 18], [0.3705310093644243, 0, 19], [0.4136029744782662, 1, 19], [0.40967691340409007, 2, 19], [0.3590329616636956, 0, 20], [0.4010663222591261, 1, 20], [0.39364881946549857, 2, 20], [0.3568025759980468, 0, 21], [0.38306291161070616, 1, 21], [0.3775502411354425, 2, 21], [0.36470098755649827, 0, 22], [0.3756597838729333, 1, 22], [0.3701658413115596, 2, 22], [0.3649164958139239, 0, 23], [0.3799140513780391, 1, 23], [0.3690861217995263, 2, 23], [0.36888476666717385, 0, 24], [0.38220467377352124, 1, 24], [0.3781407093496944, 2, 24]]","[0.36888476666717385, 0.38220467377352124, 0.3781407093496944]",24
81,1,"['A', 'A', 'B']","[array([0.20489886, 0.79510114]), array([0.20638546, 0.79361454]), array([0.48449718, 0.51550282])]",True,"[[0.66709525242709, 0, 0], [0.6605266236626306, 1, 0], [0.6664791117565632, 2, 0], [0.6538476696540677, 0, 1], [0.6436211472987399, 1, 1], [0.6534548300232162, 2, 1], [0.6420461618884946, 0, 2], [0.6248248395793058, 1, 2], [0.6365707145302978, 2, 2], [0.6272424563422767, 0, 3], [0.6071245805669727, 1, 3], [0.6201207364941419, 2, 3], [0.6131702526216084, 0, 4], [0.5891763939131341, 1, 4], [0.6029207001587213, 2, 4], [0.5972873918712184, 0, 5], [0.5730059131920914, 1, 5], [0.5866609616540418, 2, 5], [0.5806678757935941, 0, 6], [0.5538274923259684, 1, 6], [0.5699999142818633, 2, 6], [0.5619893565445124, 0, 7], [0.5319806339293889, 1, 7], [0.5522889778420315, 2, 7], [0.5389043099812443, 0, 8], [0.5062476020007567, 1, 8], [0.530917888009707, 2, 8], [0.5141481003421202, 0, 9], [0.478524553241337, 1, 9], [0.5059400391770964, 2, 9], [0.48610278571609356, 0, 10], [0.4580957026608703, 1, 10], [0.4770253323733976, 2, 10], [0.4594549898886898, 0, 11], [0.45341022868317, 1, 11], [0.4503886370455533, 2, 11], [0.4439991017235994, 0, 12], [0.44116255830749584, 1, 12], [0.43468831002824443, 2, 12], [0.4282610723461699, 0, 13], [0.4257480223787536, 1, 13], [0.4181479912883389, 2, 13], [0.4107192988136177, 0, 14], [0.40849576212355937, 1, 14], [0.40073564305364834, 2, 14], [0.392468944106571, 0, 15], [0.39058386706706033, 1, 15], [0.38722008435524513, 2, 15], [0.38978420742020053, 0, 16], [0.3878490225278299, 1, 16], [0.3982803437621644, 2, 16], [0.3838304181441418, 0, 17], [0.38335449975915226, 1, 17], [0.3893239228646829, 2, 17], [0.3714982463833564, 0, 18], [0.3712873218777445, 1, 18], [0.3888538201636525, 2, 18]]","[0.3714982463833564, 0.3712873218777445, 0.3888538201636525]",18
81,1,"['A', 'A', 'B']","[array([0.21633729, 0.78366271]), array([0.21787022, 0.78212978]), array([0.48449718, 0.51550282])]",False,"[[0.6716267819638607, 0, 0], [0.6648496014192284, 1, 0], [0.6664791117565632, 2, 0], [0.6604636175965036, 0, 1], [0.6501556046914221, 1, 1], [0.6534548300232162, 2, 1], [0.6498728856246891, 0, 2], [0.6331347146441605, 1, 2], [0.6365707145302978, 2, 2], [0.6363064520290029, 0, 3], [0.6170444091824743, 1, 3], [0.6201207364941419, 2, 3], [0.6232153538982212, 0, 4], [0.6000197182899117, 1, 4], [0.6029207001587213, 2, 4], [0.6082116644990083, 0, 5], [0.5844828141233837, 1, 5], [0.5866609616540418, 2, 5], [0.5922698331824697, 0, 6], [0.5661335381473828, 1, 6], [0.5699999142818633, 2, 6], [0.5740643900025824, 0, 7], [0.5437038795240013, 1, 7], [0.5522889778420315, 2, 7], [0.5533817730530214, 0, 8], [0.5202434250796547, 1, 8], [0.530917888009707, 2, 8], [0.5300561652134105, 0, 9], [0.4936969280239507, 1, 9], [0.5059400391770964, 2, 9], [0.5033223696880732, 0, 10], [0.47539637403777263, 1, 10], [0.4770253323733976, 2, 10], [0.4778209546018515, 0, 11], [0.47182626300342706, 1, 11], [0.4503886370455533, 2, 11], [0.46337351251910047, 0, 12], [0.46066858262711613, 1, 12], [0.43468831002824443, 2, 12], [0.448520377676932, 0, 13], [0.44617865322254835, 1, 13], [0.4181479912883389, 2, 13], [0.43157515582075967, 0, 14], [0.4295936434369234, 1, 14], [0.40073564305364834, 2, 14], [0.4132328046635612, 0, 15], [0.4117072831328728, 1, 15], [0.38722008435524513, 2, 15], [0.4000066155559457, 0, 16], [0.39889433971466326, 1, 16], [0.3982803437621644, 2, 16], [0.392851326565871, 0, 17], [0.3925926747786754, 1, 17], [0.3893239228646829, 2, 17], [0.38605442414195523, 0, 18], [0.3856724658381834, 1, 18], [0.3888538201636525, 2, 18]]","[0.38605442414195523, 0.3856724658381834, 0.3888538201636525]",18
82,1,"['A', 'A', 'B']","[array([0.18702602, 0.81297398]), array([0.19560823, 0.80439177]), array([0.4581593, 0.5418407])]",True,"[[0.6905985093693242, 0, 0], [0.6910986144509973, 1, 0], [0.6869134493236932, 2, 0], [0.684449401624189, 0, 1], [0.6856722235900078, 1, 1], [0.6771492973710315, 2, 1], [0.6731884260034307, 0, 2], [0.6751468385105015, 1, 2], [0.6641907738505146, 2, 2], [0.6565803018077359, 0, 3], [0.6595345364367421, 1, 3], [0.6471500092520602, 2, 3], [0.6346998556036946, 0, 4], [0.6389368329371506, 1, 4], [0.6264492451699647, 2, 4], [0.6083072751813361, 0, 5], [0.6115796087226404, 1, 5], [0.6010791314009161, 2, 5], [0.57650210262665, 0, 6], [0.582749199157438, 1, 6], [0.5720353696766317, 2, 6], [0.5363635427956006, 0, 7], [0.5438850818898366, 1, 7], [0.5457996207016748, 2, 7], [0.5084619350234725, 0, 8], [0.5187049815230731, 1, 8], [0.5328493009500658, 2, 8], [0.47755067665626677, 0, 9], [0.489491807836911, 1, 9], [0.5139016077743994, 2, 9], [0.4538539387520172, 0, 10], [0.4675091196393994, 1, 10], [0.49484758982851407, 2, 10], [0.4274152047478203, 0, 11], [0.4425013101408437, 1, 11], [0.4727589535377794, 2, 11], [0.3984844686371585, 0, 12], [0.4141374742387326, 1, 12], [0.4474738976623541, 2, 12], [0.36961089292719845, 0, 13], [0.38280922408165224, 1, 13], [0.4189708469977384, 2, 13], [0.3535969174792566, 0, 14], [0.35840581942839506, 1, 14], [0.3872840727586267, 2, 14], [0.3500521997476809, 0, 15], [0.34771343276410366, 1, 15], [0.3699099613261808, 2, 15], [0.3476215807720947, 0, 16], [0.34515817736928567, 1, 16], [0.3642809208898365, 2, 16], [0.34561101409185796, 0, 17], [0.3462410979748517, 1, 17], [0.358063170134151, 2, 17]]","[0.34561101409185796, 0.3462410979748517, 0.358063170134151]",17
82,1,"['A', 'A', 'B']","[array([0.2115824, 0.7884176]), array([0.21046082, 0.78953918]), array([0.46544754, 0.53455246])]",False,"[[0.6925915469380814, 0, 0], [0.6928565987022791, 1, 0], [0.6869134493236932, 2, 0], [0.690841178249031, 0, 1], [0.6915874748651946, 1, 1], [0.681821020235356, 2, 1], [0.6820361740249814, 0, 2], [0.6851663514237418, 1, 2], [0.6681957078815403, 2, 2], [0.6683611013006362, 0, 3], [0.6736274119784694, 1, 3], [0.6521511284020944, 2, 3], [0.6490009843384951, 0, 4], [0.6567181089154546, 1, 4], [0.6325164755337025, 2, 4], [0.6242665383979827, 0, 5], [0.6348378924752845, 1, 5], [0.6080432909809234, 2, 5], [0.5939924616188461, 0, 6], [0.6084798719333604, 1, 6], [0.5808342209367999, 2, 6], [0.5574080310984233, 0, 7], [0.5736461319086973, 1, 7], [0.5558487512286985, 2, 7], [0.5274162591437954, 0, 8], [0.5471767024583224, 1, 8], [0.5435705110080431, 2, 8], [0.5023447624654854, 0, 9], [0.5244015215000306, 1, 9], [0.5260941835957478, 2, 9], [0.48088729513511347, 0, 10], [0.5049804782706696, 1, 10], [0.5087432289919875, 2, 10], [0.4568223898789546, 0, 11], [0.48256039657121197, 1, 11], [0.4885488017670088, 2, 11], [0.4307949780527795, 0, 12], [0.456553661545311, 1, 12], [0.465339501331745, 2, 12], [0.4072984448653632, 0, 13], [0.4238813040295083, 1, 13], [0.43910351918566337, 2, 13], [0.40141568483797996, 0, 14], [0.38857401366773103, 1, 14], [0.4101463900264834, 2, 14], [0.39449996261386333, 0, 15], [0.37130093174742435, 1, 15], [0.3901851050016822, 2, 15], [0.38454040798299677, 0, 16], [0.358673316135258, 1, 16], [0.3792557994254524, 2, 16], [0.37830428058220916, 0, 17], [0.36070447792568067, 1, 17], [0.37042821419922856, 2, 17], [0.37805499718493035, 0, 18], [0.36586294015930654, 1, 18], [0.3665246063075613, 2, 18], [0.37823005599493464, 0, 19], [0.3663107740680754, 1, 19], [0.365915297428431, 2, 19]]","[0.37823005599493464, 0.3663107740680754, 0.365915297428431]",19
83,1,"['A', 'A', 'B']","[array([0.19985927, 0.80014073]), array([0.19893919, 0.80106081]), array([0.4766662, 0.5233338])]",True,"[[0.6708635402713897, 0, 0], [0.6699017367267168, 1, 0], [0.6633212135516899, 2, 0], [0.6529363851478762, 0, 1], [0.6488993951980208, 1, 1], [0.6429954569395335, 2, 1], [0.6277043614575745, 0, 2], [0.6252117107033388, 1, 2], [0.6201466514323778, 2, 2], [0.5982087335003081, 0, 3], [0.5950484174903466, 1, 3], [0.5916052879241763, 2, 3], [0.5639733132313981, 0, 4], [0.5594432093213904, 1, 4], [0.5613188392790597, 2, 4], [0.5259700901146098, 0, 5], [0.5189596906245774, 1, 5], [0.5303625285119019, 2, 5], [0.5000077105704395, 0, 6], [0.47805270409379763, 1, 6], [0.4907219659886101, 2, 6], [0.4641198692159575, 0, 7], [0.43802387298788487, 1, 7], [0.4715288646429521, 2, 7], [0.442586065384571, 0, 8], [0.4119106004152193, 1, 8], [0.4603799771251021, 2, 8], [0.428099796991369, 0, 9], [0.39310895320555866, 1, 9], [0.447898380227558, 2, 9], [0.41370958615657166, 0, 10], [0.3735341074722292, 1, 10], [0.43535379523001294, 2, 10], [0.3956748369531492, 0, 11], [0.35309283973376354, 1, 11], [0.41901548632756797, 2, 11], [0.3758431056373507, 0, 12], [0.3471572198165533, 1, 12], [0.4013194202811369, 2, 12], [0.36823802781451226, 0, 13], [0.33689113576735624, 1, 13], [0.3900539106872752, 2, 13], [0.3614825615370857, 0, 14], [0.33754513896500576, 1, 14], [0.38376436348788373, 2, 14], [0.3619095386827482, 0, 15], [0.33854726370267074, 1, 15], [0.38317158421106307, 2, 15]]","[0.3619095386827482, 0.33854726370267074, 0.38317158421106307]",15
83,1,"['A', 'A', 'B']","[array([0.20947249, 0.79052751]), array([0.2062117, 0.7937883]), array([0.4766662, 0.5233338])]",False,"[[0.6783026714481298, 0, 0], [0.6750033473410972, 1, 0], [0.6633212135516899, 2, 0], [0.6647742881776899, 0, 1], [0.6567889333263124, 1, 1], [0.6429954569395335, 2, 1], [0.6429445125328633, 0, 2], [0.6343905723329082, 1, 2], [0.6201466514323778, 2, 2], [0.6160472018189345, 0, 3], [0.6043518860079948, 1, 3], [0.5916052879241763, 2, 3], [0.5835010868033071, 0, 4], [0.5677281311036602, 1, 4], [0.5613188392790597, 2, 4], [0.5459315870857058, 0, 5], [0.5247193823552398, 1, 5], [0.5303625285119019, 2, 5], [0.5185329476522158, 0, 6], [0.4795578311216416, 1, 6], [0.4907219659886101, 2, 6], [0.48525795676433064, 0, 7], [0.44184647724551496, 1, 7], [0.4715288646429521, 2, 7], [0.462098320032616, 0, 8], [0.41523202080588845, 1, 8], [0.4603799771251021, 2, 8], [0.44612465693280046, 0, 9], [0.3960529377816759, 1, 9], [0.447898380227558, 2, 9], [0.4290036618702708, 0, 10], [0.3757772924975523, 1, 10], [0.43535379523001294, 2, 10], [0.4103611544841414, 0, 11], [0.3551110609553618, 1, 11], [0.41901548632756797, 2, 11], [0.3898976394238427, 0, 12], [0.3487373904774386, 1, 12], [0.4013194202811369, 2, 12], [0.38175546727377, 0, 13], [0.34477295721523593, 1, 13], [0.3900539106872752, 2, 13], [0.37442785988432004, 0, 14], [0.34545996196220063, 1, 14], [0.38376436348788373, 2, 14], [0.37432213183859125, 0, 15], [0.34651020073150207, 1, 15], [0.38317158421106307, 2, 15]]","[0.37432213183859125, 0.34651020073150207, 0.38317158421106307]",15
84,1,"['A', 'A', 'B']","[array([0.19454929, 0.80545071]), array([0.19677154, 0.80322846]), array([0.48200906, 0.51799094])]",True,"[[0.6578593001260502, 0, 0], [0.6468420684315587, 1, 0], [0.6520653728619785, 2, 0], [0.6233169766968143, 0, 1], [0.6015876173111229, 1, 1], [0.6184354647590201, 2, 1], [0.5801181366977471, 0, 2], [0.5531042952421997, 1, 2], [0.5776358249578256, 2, 2], [0.5284675452706054, 0, 3], [0.49656973140749855, 1, 3], [0.5324661212371516, 2, 3], [0.4821921659846151, 0, 4], [0.4402461708902341, 1, 4], [0.5093257830290503, 2, 4], [0.4393795552353902, 0, 5], [0.40714786268837266, 1, 5], [0.479414155542637, 2, 5], [0.4172175762106913, 0, 6], [0.3755138536901647, 1, 6], [0.44982753151675037, 2, 6], [0.39009012651699093, 0, 7], [0.34922101058039207, 1, 7], [0.41636345302597166, 2, 7], [0.362372233466712, 0, 8], [0.34754141493319257, 1, 8], [0.3928822610698713, 2, 8], [0.36075318666409883, 0, 9], [0.34425774253148334, 1, 9], [0.39248448439795414, 2, 9], [0.35948813774026217, 0, 10], [0.3412517580100209, 1, 10], [0.38894811576366584, 2, 10], [0.3564580105679959, 0, 11], [0.34123454535765313, 1, 11], [0.3853373468905838, 2, 11]]","[0.3564580105679959, 0.34123454535765313, 0.3853373468905838]",11
84,1,"['A', 'A', 'B']","[array([0.21003604, 0.78996396]), array([0.21283066, 0.78716934]), array([0.48200906, 0.51799094])]",False,"[[0.6703278880811987, 0, 0], [0.647532956775011, 1, 0], [0.6520653728619785, 2, 0], [0.643285141454553, 0, 1], [0.6038262237678738, 1, 1], [0.6184354647590201, 2, 1], [0.6047003679447858, 0, 2], [0.5553413764237229, 1, 2], [0.5776358249578256, 2, 2], [0.5552238132727053, 0, 3], [0.4984376399472237, 1, 3], [0.5324661212371516, 2, 3], [0.5021561858588284, 0, 4], [0.4398231023739228, 1, 4], [0.5093257830290503, 2, 4], [0.46107512618243973, 0, 5], [0.4066302245988877, 1, 5], [0.479414155542637, 2, 5], [0.4375966522088336, 0, 6], [0.37499565263293855, 1, 6], [0.44982753151675037, 2, 6], [0.41040562534439545, 0, 7], [0.3473300221512313, 1, 7], [0.41636345302597166, 2, 7], [0.38465442605942235, 0, 8], [0.3501794524698938, 1, 8], [0.3928822610698713, 2, 8], [0.38248376452056726, 0, 9], [0.34563522187529555, 1, 9], [0.39248448439795414, 2, 9], [0.3805525747588594, 0, 10], [0.3451248295629282, 1, 10], [0.38894811576366584, 2, 10], [0.37673700159345785, 0, 11], [0.34446923545813024, 1, 11], [0.3853373468905838, 2, 11]]","[0.37673700159345785, 0.34446923545813024, 0.3853373468905838]",11
85,1,"['A', 'A', 'B']","[array([0.21170165, 0.78829835]), array([0.22000229, 0.77999771]), array([0.48162827, 0.51837173])]",True,"[[0.678894584410417, 0, 0], [0.6807414088459687, 1, 0], [0.6867263055405741, 2, 0], [0.6615326042579219, 0, 1], [0.6663691470818894, 1, 1], [0.6768442016804079, 2, 1], [0.6413965705701274, 0, 2], [0.648754881518261, 1, 2], [0.6618232838391914, 2, 2], [0.6165862399029179, 0, 3], [0.6267732217415476, 1, 3], [0.6412710753929228, 2, 3], [0.5885746765009106, 0, 4], [0.5957692831604899, 1, 4], [0.6162836211569083, 2, 4], [0.55093705822503, 0, 5], [0.5608100165750771, 1, 5], [0.5847573747467827, 2, 5], [0.5110201545221745, 0, 6], [0.5201284703631588, 1, 6], [0.5493518374757895, 2, 6], [0.46587166626466736, 0, 7], [0.48797883042301216, 1, 7], [0.5046389501712614, 2, 7], [0.42267975048180406, 0, 8], [0.4570347140464603, 1, 8], [0.46730373670101977, 2, 8], [0.3877001027801306, 0, 9], [0.42533965547439156, 1, 9], [0.4371452364544491, 2, 9], [0.3632586834260675, 0, 10], [0.39372827103804775, 1, 10], [0.41494408335688476, 2, 10], [0.3553215191612278, 0, 11], [0.3821542885988953, 1, 11], [0.4110433099395814, 2, 11], [0.3522091083486828, 0, 12], [0.3787465131155335, 1, 12], [0.4080617287996402, 2, 12], [0.3528757420055008, 0, 13], [0.376488170348543, 1, 13], [0.40440566380320314, 2, 13]]","[0.3528757420055008, 0.376488170348543, 0.40440566380320314]",13
